family,order,class,phylum,gene,n,n_res,f_res
SG130,SG130,Negativicutes,Bacillota,rrs,1,0,0
SK-Y3,SK-Y3,Clostridia,Bacillota,rrs,1,1,1
SLCJ01,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs,1,0,0
ST65,Thermodesulfobacteriales,Thermodesulfobacteria,Desulfobacterota,rrs,1,1,1
SZUA-36,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Salibacteraceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs,1,1,1
Salinibacteraceae,Rhodothermales,Rhodothermia,Bacteroidota_A,rrs,7,4,0.5714285714285714
Salinicoccaceae,Staphylococcales,Bacilli,Bacillota,rrs,20,4,0.2
Salinisphaeraceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs,6,2,0.3333333333333333
Salinispiraceae,DSM-27196,Spirochaetia,Spirochaetota,rrs,1,0,0
Salinivirgaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Salisediminibacteriaceae,Bacillales_H,Bacilli,Bacillota,rrs,16,7,0.4375
Sanyastnellaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs,1,1,1
Saprospiraceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs,11,4,0.36363636363636365
Schleiferiaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs,4,1,0.25
Sedimenticolaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,4,0,0
Sedimentisphaeraceae,Sedimentisphaerales,Phycisphaerae,Planctomycetota,rrs,2,0,0
Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,rrs,16,2,0.125
Sh68,Dissulfuribacterales,Dissulfuribacteria,Desulfobacterota,rrs,1,0,0
Shewanellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,74,21,0.28378378378378377
Sneathiellaceae,Sneathiellales,Alphaproteobacteria,Pseudomonadota,rrs,8,0,0
Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinomycetota,rrs,14,5,0.35714285714285715
Sphaerochaetaceae,Sphaerochaetales,Spirochaetia,Spirochaetota,rrs,2,0,0
Sphingobacteriaceae,Sphingobacteriales,Bacteroidia,Bacteroidota,rrs,43,6,0.13953488372093023
Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,444,6,0.013513513513513514
Spirosomataceae,Cytophagales,Bacteroidia,Bacteroidota,rrs,86,23,0.26744186046511625
Spirulinaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs,1,0,0
Spongiibacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,15,1,0.06666666666666667
Sporanaerobacteraceae,Tissierellales,Clostridia,Bacillota,rrs,2,1,0.5
Sporichthyaceae,Sporichthyales,Actinomycetes,Actinomycetota,rrs,2,0,0
Sporolactobacillaceae,Bacillales_K,Bacilli,Bacillota,rrs,10,9,0.9
Sporomusaceae,Sporomusales,Negativicutes,Bacillota,rrs,11,5,0.45454545454545453
Staphylococcaceae,Staphylococcales,Bacilli,Bacillota,rrs,38,2,0.05263157894736842
Stappiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs,35,0,0
Stellaceae,ATCC43930,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Streptococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,114,58,0.5087719298245614
Streptomycetaceae,Streptomycetales,Actinomycetes,Actinomycetota,rrs,332,70,0.21084337349397592
Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,167,57,0.3413173652694611
Succinispiraceae,Acidaminococcales,Negativicutes,Bacillota,rrs,1,0,0
Succinivibrionaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Sulfobacillaceae,Sulfobacillales,Sulfobacillia,Bacillota,rrs,3,1,0.3333333333333333
Sulfuriferulaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,4,0,0
Sulfurifustaceae,Acidiferrobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Sulfurimonadaceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs,6,0,0
Sulfurospirillaceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs,10,1,0.1
Sulfurovaceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs,4,1,0.25
Symbiobacteriaceae,Symbiobacteriales,Symbiobacteriia,Bacillota,rrs,1,0,0
Synechococcaceae,Synechococcales,Cyanobacteriia,Cyanobacteriota,rrs,1,0,0
Synergistaceae,Synergistales,Synergistia,Synergistota,rrs,5,1,0.2
Syntrophaceae,Syntrophales,Syntrophia,Desulfobacterota,rrs,3,2,0.6666666666666666
Syntrophobacteraceae,Syntrophobacterales,Syntrophobacteria,Desulfobacterota,rrs,3,1,0.3333333333333333
Syntrophobotulaceae,Desulfitobacteriales,Desulfitobacteriia,Bacillota,rrs,2,0,0
Syntrophomonadaceae,Syntrophomonadales,Syntrophomonadia,Bacillota,rrs,4,0,0
Syntrophorhabdaceae,Syntrophorhabdales,Syntrophorhabdia,Desulfobacterota_G,rrs,1,0,0
Syntrophotaleaceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rrs,2,1,0.5
Syntrophothermaceae,Syntrophomonadales,Syntrophomonadia,Bacillota,rrs,1,0,0
T1SED10-28,Peptostreptococcales,Clostridia,Bacillota,rrs,1,1,1
TH1-2,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,15,2,0.13333333333333333
Tenuifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,2,0,0
Tepidanaerobacteraceae,Thermosediminibacterales,Thermosediminibacteria,Bacillota,rrs,2,0,0
Tepidibacillaceae,Tepidibacillales,Bacilli,Bacillota,rrs,3,3,1
Tepidiformaceae,Tepidiformales,Dehalococcoidia,Chloroflexota,rrs,3,0,0
Tepidimicrobiaceae,Tissierellales,Clostridia,Bacillota,rrs,2,0,0
Tepidisphaeraceae,Tepidisphaerales,Phycisphaerae,Planctomycetota,rrs,1,1,1
Terasakiellaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Terrimicrobiaceae,Chthoniobacterales,Verrucomicrobiia,Verrucomicrobiota,rrs,1,0,0
Thalassobaculaceae,Thalassobaculales,Alphaproteobacteria,Pseudomonadota,rrs,7,0,0
Thalassospiraceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Thermaceae,Deinococcales,Deinococci,Deinococcota,rrs,27,12,0.4444444444444444
Thermacetogeniaceae,Thermacetogeniales,DSM-12270,Bacillota,rrs,1,0,0
Thermatribacteraceae,Atribacterales,Atribacteria,Atribacterota,rrs,1,0,0
Thermithiobacillaceae,Acidithiobacillales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Thermoactinomycetaceae,Thermoactinomycetales,Bacilli,Bacillota,rrs,13,2,0.15384615384615385
Thermoanaerobacteraceae,Thermoanaerobacterales,Thermoanaerobacteria,Bacillota,rrs,11,6,0.5454545454545454
Thermoanaerobaculaceae,Thermoanaerobaculales,Thermoanaerobaculia,Acidobacteriota,rrs,1,1,1
Thermodesulfatatoraceae,Thermodesulfobacteriales,Thermodesulfobacteria,Desulfobacterota,rrs,2,1,0.5
Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Desulfobacterota,rrs,5,2,0.4
Thermodesulfobiaceae,Thermodesulfobiales,Thermodesulfobiia,Thermodesulfobiota,rrs,2,1,0.5
Thermodesulforhabdaceae,Syntrophobacterales,Syntrophobacteria,Desulfobacterota,rrs,1,0,0
Thermodesulfovibrionaceae,Thermodesulfovibrionales,Thermodesulfovibrionia,Nitrospirota,rrs,6,2,0.3333333333333333
Thermoguttaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,1,1,1
Thermoleophilaceae,Solirubrobacterales,Thermoleophilia,Actinomycetota,rrs,1,0,0
Thermomicrobiaceae,Thermomicrobiales,Chloroflexia,Chloroflexota,rrs,2,1,0.5
Thermonemataceae,Cytophagales,Bacteroidia,Bacteroidota,rrs,1,1,1
Thermosediminibacteraceae,Thermosediminibacterales,Thermosediminibacteria,Bacillota,rrs,1,1,1
Thermosinaceae,Sporomusales,Negativicutes,Bacillota,rrs,1,0,0
Thermospiraceae,Brevinematales,Brevinematia,Spirochaetota,rrs,1,0,0
Thermostichaceae,Thermostichales,Cyanobacteriia,Cyanobacteriota,rrs,1,1,1
Thermosynechococcaceae,Thermosynechococcales,Cyanobacteriia,Cyanobacteriota,rrs,6,3,0.5
Thermotaleaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,6,3,0.5
Thermotogaceae,Thermotogales,Thermotogae,Thermotogota,rrs,3,2,0.6666666666666666
Thermotomaculaceae,Thermotomaculales,Holophagae,Acidobacteriota,rrs,1,0,0
Thiobacillaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,5,2,0.4
Thiobacteraceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Thiohalomonadaceae,Thiohalomonadales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Thiohalophilaceae,UBA6429,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Thiohalospiraceae,Thiohalospirales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Thiomicrospiraceae,Thiomicrospirales,Gammaproteobacteria,Pseudomonadota,rrs,11,0,0
Thiotrichaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,rrs,5,2,0.4
Tichowtungiaceae,Kiritimatiellales,Kiritimatiellia,Verrucomicrobiota,rrs,1,0,0
Tindalliaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,3,3,1
Tissierellaceae,Tissierellales,Clostridia,Bacillota,rrs,5,4,0.8
Tistrellaceae,Tistrellales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Treponemataceae,Treponematales,Spirochaetia,Spirochaetota,rrs,18,4,0.2222222222222222
Tumebacillaceae,Tumebacillales,Bacilli,Bacillota,rrs,2,1,0.5
Turicibacteraceae,MOL361,Bacilli,Bacillota,rrs,2,0,0
Turneriellaceae,Turneriellales,Leptospiria,Spirochaetota,rrs,1,1,1
UBA10575,UBA10575,UBA4882,Bacillota,rrs,1,1,1
UBA11063,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
UBA2363,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
UBA2595,Thermincolales,Thermincolia,Bacillota,rrs,1,1,1
UBA4877,Thermoanaerobacterales,Thermoanaerobacteria,Bacillota,rrs,1,0,0
UBA5453,Acholeplasmatales,Bacilli,Bacillota,rrs,3,1,0.3333333333333333
UBA6910,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
UBA8139,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs,2,0,0
UBA9506,UBA1381,Clostridia,Bacillota,rrs,1,0,0
UMGS1810,UMGS1810,Clostridia,Bacillota,rrs,1,0,0
UXAT02,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Usitatibacteraceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Vagococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,15,6,0.4
Vallitaleaceae,Lachnospirales,Clostridia,Bacillota,rrs,4,0,0
Veillonellaceae,Veillonellales,Negativicutes,Bacillota,rrs,13,11,0.8461538461538461
Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs,4,1,0.25
Vibrionaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,98,19,0.19387755102040816
Vicinamibacteraceae,Vicinamibacterales,Vicinamibacteria,Acidobacteriota,rrs,1,1,1
Victivallaceae,Victivallales,Lentisphaeria,Verrucomicrobiota,rrs,1,0,0
Vulcanimicrobiaceae,Vulcanimicrobiales,Vulcanimicrobiia,Vulcanimicrobiota,rrs,1,0,0
Vulgatibacteraceae,Myxococcales,Myxococcia,Myxococcota,rrs,1,1,1
WRBN01,WRBN01,Spirochaetia,Spirochaetota,rrs,3,2,0.6666666666666666
Weeksellaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs,30,14,0.4666666666666667
Wenzhouxiangellaceae,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Woeseiaceae,Woeseiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Wohlfahrtiimonadaceae,Cardiobacteriales,Gammaproteobacteria,Pseudomonadota,rrs,6,2,0.3333333333333333
Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs,20,0,0
Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs,229,50,0.2183406113537118
Xenococcaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs,1,0,0
Xylanivirgaceae,Caldicoprobacterales,Clostridia,Bacillota,rrs,1,0,0
ZOR0009,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Zavarziniaceae,Zavarziniales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Zooshikellaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
NA,NA,NA,NA,rrs,1101,269,0.24432334241598547
