genus,family,order,class,phylum,gene,n,n_res,f_res
Abditibacterium,Abditibacteriaceae,Abditibacteriales,Abditibacteriia,Abditibacteriota,rrs,1,0,0
Abiotrophia,Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,1,1,1
Absicoccus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,2,1,0.5
Abyssalbus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Abyssibius,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Abyssicoccus,Abyssicoccaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Abyssisolibacter,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Abyssogena,NA,NA,NA,NA,rrs,1,1,1
Acanthopleuribacter,Acanthopleuribacteraceae,Acanthopleuribacterales,Holophagae,Acidobacteriota,rrs,1,0,0
Acaricomes,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Acaryochloris,Acaryochloridaceae,Acaryochloridales,Cyanophyceae,Cyanobacteriota,rrs,2,0,0
Acetatifactor,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,2,1,0.5
Acetilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,1,0,0
Acetivibrio,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,5,1,0.2
Acetoanaerobium,Filifactoraceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,1,1
Acetobacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,2,1
Acetobacterium,Eubacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,6,5,0.8333333333333334
Acetobacteroides,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Acetohalobium,Halobacteroidaceae,Halanaerobiales,Clostridia,Bacillota,rrs,1,0,0
Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Mycoplasmatota,rrs,6,2,0.3333333333333333
Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,15,7,0.4666666666666667
Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Bacillota,rrs,6,0,0
Acidibrevibacterium,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Acidicapsa,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,3,3,1
Acididesulfobacillus,Peptococcaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Acidihalobacter,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,4,1,0.25
Acidiphilium,Acidocellaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Acidipila,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,1,1,1
Acidipropionibacterium,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs,2,2,1
Acidisarcina,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,1,1,1
Acidisoma,Acidocellaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Acidisphaera,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Acidithiobacillus,Acidithiobacillaceae,Acidithiobacillales,Acidithiobacillia,Pseudomonadota,rrs,15,12,0.8
Acidobacterium,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,1,1,1
Acidocella,Acidocellaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Acidomonas,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Acidothermus,Acidothermaceae,Acidothermales,Actinomycetes,Actinomycetota,rrs,1,0,0
Acidovorax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,11,0,0
Aciduricibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Acinetobacter,Moraxellaceae,Moraxellales,Gammaproteobacteria,Pseudomonadota,rrs,70,23,0.32857142857142857
Acrocarpospora,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,5,0,0
Actibacterium,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Actinacidiphila,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,rrs,4,3,0.75
Actinoallomurus,Thermomonosporaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,6,4,0.6666666666666666
Actinoalloteichus,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,5,0,0
Actinobacillus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,12,0,0
Actinobaculum,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,2,0,0
Actinocatenispora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,rrs,3,0,0
Actinocorallia,Thermomonosporaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,4,3,0.75
Actinocrinis,Actinospicaceae,Catenulisporales,Actinomycetes,Actinomycetota,rrs,1,0,0
Actinokineospora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,8,4,0.5
Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,32,22,0.6875
Actinomyces,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,30,9,0.3
Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,12,5,0.4166666666666667
Actinophytocola,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,6,1,0.16666666666666666
Actinoplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,rrs,21,0,0
Actinopolymorpha,Actinopolymorphaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs,4,0,0
Actinopolyspora,Actinopolysporaceae,Actinopolysporales,Actinomycetes,Actinomycetota,rrs,4,2,0.5
Actinorhabdospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,rrs,1,0,0
Actinorugispora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,1,1,1
Actinospica,Actinospicaceae,Catenulisporales,Actinomycetes,Actinomycetota,rrs,2,0,0
Actinosynnema,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,2,0,0
Actinotalea,Cellulomonadaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,1,0.5
Actinotignum,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,1,0,0
Actirhodobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Actomonas,Opitutaceae,Opitutales,Opitutia,Verrucomicrobiota,rrs,1,0,0
Acuticoccus,Amorphaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Adhaeretor,Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,1,1,1
Adhaeribacter,Hymenobacteraceae,Cytophagales,Cytophagia,Bacteroidota,rrs,5,3,0.6
Adlercreutzia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,rrs,5,2,0.4
Adonisia,NA,NA,NA,Cyanobacteriota,rrs,1,0,0
Advenella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,0,0
Aedoeadaptatus,Peptoniphilaceae,Tissierellales,Tissierellia,Bacillota,rrs,4,4,1
Aegicerativicinus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Aequoribacter,Halieaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Aequorivita,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,17,1,0.058823529411764705
Aeribacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Aeriscardovia,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,rrs,1,0,0
Aerococcus,Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,1,0,0
Aerolutibacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Aeromicrobium,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs,16,2,0.125
Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,rrs,28,0,0
Aerosakkonema,Aerosakkonemataceae,Aerosakkonematales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Aerosticca,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Aestuarierythrobacter,NA,NA,NA,NA,rrs,1,0,0
Aestuariibaculum,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,3,0,0
Aestuariibius,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Aestuariimicrobium,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs,1,1,1
Aestuariirhabdus,Aestuariirhabdaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Aestuariivita,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Aestuariivivens,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,2,1
Aetokthonos,Hapalosiphonaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Affinibrenneria,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Agaribacillus,Splendidivirgaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,1,1
Agaricicola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Agarivorans,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Agathobacter,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Agathobaculum,Butyricicoccaceae,Eubacteriales,Clostridia,Bacillota,rrs,4,3,0.75
Aggregatibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,4,0,0
Aggregatilinea,Aggregatilineaceae,Aggregatilineales,Anaerolineae,Chloroflexota,rrs,1,0,0
Aggregatimonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Agitococcus,Moraxellaceae,Moraxellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Agreia,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,0,0
Agrilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,3,2,0.6666666666666666
Agrilutibacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Agrobacterium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,19,0,0
Agrococcus,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,5,5,1
Agromyces,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,26,19,0.7307692307692307
Ahniella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Ahrensia,Ahrensiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs,1,0,0
Albibacillus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Albibacterium,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidota,rrs,2,0,0
Albidovulum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,9,0,0
Albimonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,6,5,0.8333333333333334
Alcanivorax,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Alexandriicola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Algibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,4,2,0.5
Algihabitans,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Algimonas,Robiginitomaculaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Alginatibacterium,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Algiphilus,Algiphilaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Algirhabdus,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Algisphaera,Phycisphaeraceae,Phycisphaerales,Phycisphaerae,Planctomycetota,rrs,1,0,0
Algoriphagus,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,20,13,0.65
Aliamphritea,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Alicycliphilus,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Alicyclobacillus,Alicyclobacillaceae,Bacillales,Bacilli,Bacillota,rrs,12,4,0.3333333333333333
Alienimonas,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,rrs,2,0,0
Aliidiomarina,Idiomarinaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,8,2,0.25
Aliidongia,Dongiaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Aliigemmobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Aliihoeflea,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Aliikangiella,Pleioneaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
Aliirhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Aliiroseovarius,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Aliiruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Aliisedimentitalea,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Aliishimia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Aliivibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Pseudomonadota,rrs,4,0,0
Alishewanella,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,11,4,0.36363636363636365
Alitabrizicola,NA,NA,NA,NA,rrs,1,0,0
Alkalibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,2,1
Alkalibacter,Eubacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,2,0,0
Alkalibacterium,Carnobacteriaceae,Lactobacillales,Bacilli,Bacillota,rrs,6,0,0
Alkalicoccus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,1,0.3333333333333333
Alkalidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,0,0
Alkaliflexus,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidota,rrs,1,0,0
Alkalihalobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,3,1
Alkalihalobacterium,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,4,1,0.25
Alkalihalophilus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,0,0
Alkalilacustris,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Alkalilimnicola,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Alkaliphilus,Natronincolaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,4,2,0.5
Alkalisalibacterium,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Alkalispirillum,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Alkalispirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,rrs,2,2,1
Alkalitalea,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidota,rrs,1,0,0
Alkalithermobacter,Tepidibacteraceae,Peptostreptococcales,Clostridia,Bacillota,rrs,2,1,0.5
Alkanindiges,Moraxellaceae,Moraxellales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
Alloacidobacterium,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,1,1,1
Alloalcanivorax,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,5,5,1
Allobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,3,2,0.6666666666666666
Allochromatium,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,4,0,0
Allofrancisella,Francisellaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,rrs,2,1,0.5
Allofranklinella,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Allofustis,Carnobacteriaceae,Lactobacillales,Bacilli,Bacillota,rrs,1,0,0
Allokutzneria,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,1,0,0
Allomeiothermus,Thermaceae,Thermales,Deinococci,Deinococcota,rrs,1,0,0
Allomesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Allonocardiopsis,NA,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,1,0,0
Allopontixanthobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Alloprevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Allopusillimonas,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,1,0.5
Allorhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,6,0,0
Allorhodopirellula,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,2,2,1
Allosalinactinospora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,1,1,1
Alloscardovia,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,rrs,4,1,0.25
Allosphingosinicella,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,6,0,0
Allostreptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,rrs,1,0,0
Allotamlana,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Alloyangia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Alsobacter,Alsobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Alteraquisediminimonas,NA,NA,NA,NA,rrs,1,0,0
Alteraurantiacibacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Altererythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,9,0,0
Alteribacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,2,0.6666666666666666
Alteribacter,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,3,1
Altericroceibacterium,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Alterileibacterium,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,0,0
Alterinioella,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Alteripontixanthobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Alteriqipengyuania,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Alterirhizorhabdus,NA,NA,NA,NA,rrs,1,1,1
Alterisphingorhabdus,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Alterluteimonas,NA,NA,NA,NA,rrs,1,0,0
Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,8,0,0
Altibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Alysiella,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Amantichitinum,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Amaricoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Amedibacillus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,0,0
Amedibacterium,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,0,0
Ameyamaea,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Aminiphilus,Aminiphilaceae,Synergistales,Synergistia,Synergistota,rrs,1,1,1
Aminipila,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,3,2,0.6666666666666666
Aminirod,NA,NA,NA,NA,rrs,1,0,0
Aminithiophilus,Aminithiophilaceae,Synergistales,Synergistia,Synergistota,rrs,1,0,0
Aminobacter,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Aminobacterium,Aminobacteriaceae,Synergistales,Synergistia,Synergistota,rrs,2,0,0
Aminomonas,Synergistaceae,Synergistales,Synergistia,Synergistota,rrs,1,0,0
Ammonicoccus,NA,NA,NA,NA,rrs,1,0,0
Ammonifex,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Bacillota,rrs,2,1,0.5
Ammoniphilus,Paenibacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Amnibacterium,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,0,0
Amniculibacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Amnimonas,Moraxellaceae,Moraxellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Amorphus,Amorphaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Amphibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Amphibiibacter,NA,NA,NA,NA,rrs,1,1,1
Amphiplicatus,Parvularculaceae,Parvularculales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Amphritea,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Ampullimonas,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,75,29,0.38666666666666666
Amygdalobacter,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,2,0,0
Amylibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,2,1,0.5
Anabaenopsis,Nodulariaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Anaerobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Anaerobiospirillum,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Anaerobutyricum,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Anaerocaecibacter,Pumilibacteraceae,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Anaerococcus,Peptoniphilaceae,Tissierellales,Tissierellia,Bacillota,rrs,12,6,0.5
Anaerocolumna,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,3,3,1
Anaerofilum,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Anaeroglobus,Veillonellaceae,Veillonellales,Negativicutes,Bacillota,rrs,1,0,0
Anaerohalosphaera,Anaerohalosphaeraceae,Sedimentisphaerales,Phycisphaerae,Planctomycetota,rrs,1,0,0
Anaerolactibacter,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,0,0
Anaerolentibacter,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Anaeromassilibacillus,Acutalibacteraceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Anaeromicropila,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Anaeromyxobacter,Anaeromyxobacteraceae,Myxococcales,Myxococcia,Myxococcota,rrs,6,0,0
Anaerophaga,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidota,rrs,1,0,0
Anaerorhabdus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,0,0
Anaerosacchariphilus,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Anaerosalibacter,Sporanaerobacteraceae,Tissierellales,Tissierellia,Bacillota,rrs,1,1,1
Anaeroselena,Acetonemataceae,NA,Negativicutes,Bacillota,rrs,1,0,0
Anaerosoma,Anaerosomataceae,Anaerosomatales,Coriobacteriia,Actinomycetota,rrs,1,0,0
Anaerosphaera,Peptoniphilaceae,Tissierellales,Tissierellia,Bacillota,rrs,1,0,0
Anaerosporobacter,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Anaerosporomusa,Acetonemataceae,NA,Negativicutes,Bacillota,rrs,1,0,0
Anaerostipes,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,4,0,0
Anaerotaenia,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,1,1
Anaerotardibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,rrs,1,0,0
Anaerotruncus,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Anaerovibrio,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,rrs,1,0,0
Anaerovirgula,Natronincolaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,0,0
Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Pseudomonadota,rrs,6,0,0
