genus,family,order,class,phylum,gene,n,n_res,f_res
Anatilimnocola,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,1,0,0
Ancylobacter,Xanthobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Andreesenia,Gottschalkiaceae,Tissierellales,Tissierellia,Bacillota,rrs,1,1,1
Andreprevotia,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Aneurinibacillus,Paenibacillaceae,Bacillales,Bacilli,Bacillota,rrs,5,2,0.4
Anianabacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Anoxybacillus,Anoxybacillaceae,Bacillales,Bacilli,Bacillota,rrs,6,3,0.5
Anoxybacter,NA,Halanaerobiales,Clostridia,Bacillota,rrs,1,0,0
Anoxybacterium,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,1,1
Anoxybacteroides,Anoxybacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Anoxynatronum,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,rrs,2,2,1
Anseongella,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidota,rrs,1,0,0
Antarcticibacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,0,0
Antarcticimicrobium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Antarcticirhabdus,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Antarctobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Anthocerotibacter,Anthocerotibacteraceae,Gloeobacterales,Cyanophyceae,Cyanobacteriota,rrs,1,1,1
Antiquaquibacter,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,1,0.5
Antribacter,Promicromonosporaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Antricoccus,Antricoccaceae,Geodermatophilales,Actinomycetes,Actinomycetota,rrs,1,1,1
Antrihabitans,Nocardiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,4,0,0
Aphanizomenon,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Aphanothece,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteriota,rrs,3,2,0.6666666666666666
Apibacter,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,3,1,0.3333333333333333
Apilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,3,0,0
Aporhodopirellula,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,2,2,1
Aquabacter,Xanthobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Aquabacterium,NA,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,6,3,0.5
Aquariibacter,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Aquaticitalea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Aquella,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Aquibaculum,Rhodovibrionaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,2,2,1
Aquibium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Aquicella,Coxiellaceae,Legionellales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Aquidulcibacter,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Aquifex,Aquificaceae,Aquificales,Aquificia,Aquificota,rrs,1,0,0
Aquiflexum,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,2,0,0
Aquilutibacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Aquimarina,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,21,3,0.14285714285714285
Aquimonas,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Aquincola,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,0,0
Aquipseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Aquipuribacter,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,0,0
Aquirufa,Flectobacillaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,13,0,0
Aquisalimonas,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,2,1,0.5
Aquisalinus,Parvularculaceae,Parvularculales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Aquisediminimonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Aquitalea,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,4,3,0.75
Arachidicoccus,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,1,1,1
Arachnia,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs,1,0,0
Arboricoccus,Geminicoccaceae,Geminicoccales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Arcanobacterium,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,4,2,0.5
Archangium,Archangiaceae,Myxococcales,Myxococcia,Myxococcota,rrs,2,0,0
Arcicella,Flectobacillaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,5,1,0.2
Arcobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,rrs,12,6,0.5
Arcticibacterium,Leadbetterellaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,8,5,0.625
Arenibaculum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Arenicella,Arenicellaceae,Arenicellales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Arenimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,10,1,0.1
Argonema,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,rrs,2,0,0
Aridibaculum,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,1,1,1
Aristaeella,Aristaeellaceae,Eubacteriales,Clostridia,Bacillota,rrs,2,2,1
Aromatoleum,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,10,0,0
Arsenicibacter,Spirosomataceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Arsenicicoccus,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,3,1,0.3333333333333333
Arsenicitalea,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Arsenophonus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,7,3,0.42857142857142855
Arsukibacterium,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Arthrobacter,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,51,9,0.17647058823529413
Arthrospiribacter,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,1,1
Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,4,4,1
Ascidiaceihabitans,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Asticcacaulis,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs,7,0,0
Athalassotoga,Mesoaciditogaceae,Mesoaciditogales,Thermotogae,Thermotogota,rrs,1,1,1
Atlantibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Atopobium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs,1,0,0
Atopomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Atribacter,Atribacteraceae,Atribacterales,Atribacteria,Atribacterota,rrs,1,0,0
Atrimonas,Atrimonadaceae,Atribacterales,Atribacteria,Atribacterota,rrs,1,0,0
Aurantiacibacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,16,0,0
Aurantibacillus,Aurantibacillaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidota,rrs,1,0,0
Aurantibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,0,0
Aurantimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Auraticoccus,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs,2,2,1
Aureibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Aureibaculum,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,4,0,0
Aureicoccus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Aureimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,11,0,0
Aureispira,Saprospiraceae,Saprospirales,Saprospiria,Bacteroidota,rrs,1,0,0
Aureitalea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Austwickia,Dermatophilaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Autumnicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,6,4,0.6666666666666666
Avibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Avrilella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Azoarcus,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,3,0,0
Azohydromonas,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,0,0
Azomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Azonexus,Azonexaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,3,0,0
Azorhizobium,Xanthobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Azorhizophilus,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Azospira,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,3,0,0
Azospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,21,3,0.14285714285714285
Azotobacter,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Azotosporobacter,Sporomusaceae,Selenomonadales,Negativicutes,Bacillota,rrs,1,0,0
Azovibrio,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Bacilliculturomica,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,1,1
Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,83,7,0.08433734939759036
Bacterioplanes,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
Bacteriovorax,Bacteriovoracaceae,Bacteriovoracales,Bacteriovoracia,Bdellovibrionota,rrs,2,1,0.5
Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,26,8,0.3076923076923077
Bacteroidetes,NA,NA,NA,NA,rrs,1,0,0
Baekduia,Baekduiaceae,Solirubrobacterales,Thermoleophilia,Actinomycetota,rrs,2,0,0
Bailinhaonella,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,1,0,0
Balneicella,Balneicellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,1,1
Balneola,Balneolaceae,Balneolales,Balneolia,Balneolota,rrs,1,0,0
Banduia,Algiphilaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Bariatricus,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Barnesiella,Barnesiellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Barrientosiimonas,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,0,0
Bartonella,Bartonellaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,19,0,0
Basfia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Basilea,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Bathymodiolus,NA,NA,NA,NA,rrs,2,1,0.5
Bauldia,Kaistiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Bdellovibrio,Pseudobdellovibrionaceae,Bdellovibrionales,Bdellovibrionia,Bdellovibrionota,rrs,3,0,0
Beduinella,Beduinellaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Beduini,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,1,1
Beijerinckia,Beijerinckiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Belliella,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,8,7,0.875
Belnapia,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,1,0.5
Benzoatithermus,Geminicoccaceae,Geminicoccales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Bergeriella,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Bergeyella,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,0,0
Bernardetia,Bernardetiaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Berryella,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,rrs,2,2,1
Beutenbergia,Beutenbergiaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Bhargavaea,Caryophanaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Bianquea,Bianqueaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Bibersteinia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,rrs,77,35,0.45454545454545453
Biformimicrobium,Microbulbiferaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Bilophila,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,0,0
Biostraticola,Bruguierivoracaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Bisgaardia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Bizionia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,0,0
Blastococcus,Geodermatophilaceae,Geodermatophilales,Actinomycetes,Actinomycetota,rrs,6,3,0.5
Blastomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Blattabacterium,Blattabacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,3,1,0.3333333333333333
Blautia,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,11,3,0.2727272727272727
Blochmannia,NA,NA,NA,NA,rrs,8,1,0.125
Bogoriella,Bogoriellaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Bombella,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Bombilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,5,2,0.4
Bombiscardovia,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,rrs,1,0,0
Borborobacter,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,16,0,0
Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetota,rrs,1,0,0
Borreliella,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetota,rrs,4,1,0.25
Bosea,Boseaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Boseongicola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Botrimarina,Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,3,3,1
Botryobacter,Hymenobacteraceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Boudabousia,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,2,0,0
Bovifimicola,NA,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Bowdeniella,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,1,1,1
Bowmanella,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Brachybacterium,Dermabacteraceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,17,5,0.29411764705882354
Brachymonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia,Spirochaetota,rrs,10,0,0
Brackiella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Bradymonas,Bradymonadaceae,Bradymonadales,Deltaproteobacteria,NA,rrs,1,1,1
Branchiibius,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,0,0
Brasilonema,Scytonemataceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Brassicibacter,Thermohalobacteraceae,Tissierellales,Tissierellia,Bacillota,rrs,1,0,0
Brenneria,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,9,1,0.1111111111111111
Brevibacillus,Paenibacillaceae,Bacillales,Bacilli,Bacillota,rrs,22,3,0.13636363636363635
Brevibacterium,Brevibacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,33,3,0.09090909090909091
Brevifollis,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs,1,0,0
Brevirhabdus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs,32,0,0
Brockia,Bacillales Family X. Incertae Sedis,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Brotomerdimonas,NA,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Brotonthovivens,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Brucella,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,24,13,0.5416666666666666
Brucepastera,Treponemataceae,Spirochaetales,Spirochaetia,Spirochaetota,rrs,1,0,0
Brumicola,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Brumimicrobium,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,4,1,0.25
Bryobacter,Bryobacteraceae,Bryobacterales,Terriglobia,Acidobacteriota,rrs,1,0,0
Bryocella,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,1,1,1
Brytella,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Buchananella,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,2,0,0
Buchnera,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Budvicia,Budviciaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,40,4,0.1
Buttiauxella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,4,0,0
Butyribacter,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Butyricicoccus,Butyricicoccaceae,Eubacteriales,Clostridia,Bacillota,rrs,2,0,0
Butyricimonas,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,4,0,0
Butyrivibrio,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Caballeronia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,25,2,0.08
Caenibacillus,Sporolactobacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Caenibius,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Caenimonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,5,4,0.8
Caenispirillum,Novispirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Caldalkalibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,1,0.3333333333333333
Caldanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Bacillota,rrs,1,1,1
Caldicellulosiruptor,Caldicellulosiruptoraceae,Caldicellulosiruptorales,Clostridia,Bacillota,rrs,8,0,0
Caldichromatium,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Caldicoprobacter,Caldicoprobacteraceae,Caldicoprobacterales,Clostridia,Bacillota,rrs,1,0,0
Caldifermentibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Caldilinea,Caldilineaceae,Caldilineales,Caldilineae,Chloroflexota,rrs,1,1,1
Caldimicrobium,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteriota,rrs,1,1,1
Caldimonas,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,7,5,0.7142857142857143
Caldisalinibacter,Thermohalobacteraceae,Tissierellales,Tissierellia,Bacillota,rrs,1,0,0
Caldisericum,Caldisericaceae,Caldisericales,Caldisericia,Caldisericota,rrs,1,1,1
Calditerricola,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Calditerrivibrio,Calditerrivibrionaceae,Deferribacterales,Deferribacteres,Deferribacterota,rrs,1,1,1
Caldithrix,Calditrichaceae,Calditrichales,Calditrichia,Calditrichota,rrs,1,0,0
Caldovatus,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Calidifontibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,2,1
Calidifontibacter,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Calidithermus,Thermaceae,Thermales,Deinococci,Deinococcota,rrs,4,0,0
Caloramator,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,rrs,2,1,0.5
Calorimonas,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Bacillota,rrs,1,0,0
Calycomorphotria,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,rrs,1,0,0
Camelimonas,Chelatococcaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Camelliibacillus,Sporolactobacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Caminibacter,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Campylobacterota,rrs,1,0,0
Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,rrs,14,0,0
Candidatus,NA,NA,NA,NA,rrs,265,79,0.2981132075471698
Candidimonas,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,0,0
Canibacter,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,3,3,1
Canicola,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
Caniella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs,1,0,0
Capillibacterium,NA,NA,NA,Bacillota,rrs,1,1,1
Capilliphycus,Sirenicapillariaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Capnocytophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,14,6,0.42857142857142855
Carbonactinospora,Carbonactinosporaceae,Kitasatosporales,Actinomycetes,Actinomycetota,rrs,1,1,1
Carboxydocella,Clostridiales Family XVI. Incertae Sedis,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Carboxydothermus,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Bacillota,rrs,2,1,0.5
Carboxylicivirga,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidota,rrs,4,0,0
Cardinium,NA,NA,NA,NA,rrs,7,2,0.2857142857142857
Cardiobacterium,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Carnimonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Carnobacterium,Carnobacteriaceae,Lactobacillales,Bacilli,Bacillota,rrs,12,5,0.4166666666666667
Caryophanon,Caryophanaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Casimicrobium,Casimicrobiaceae,NA,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Castellaniella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,3,1,0.3333333333333333
Catalinimonas,Catalimonadaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,2,0,0
Catellicoccus,Enterococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,1,0,0
Catelliglobosispora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,rrs,1,0,0
Catenibacterium,Coprobacillaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,2,0,0
Catenovulum,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Catenulispora,Catenulisporaceae,Catenulisporales,Actinomycetes,Actinomycetota,rrs,6,0,0
Catenuloplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,rrs,3,0,0
Catonella,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,2,0,0
Caulifigura,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,rrs,1,0,0
Caulobacter,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs,9,0,0
Caviibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Cecembia,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,3,3,1
Cedecea,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,4,1,0.25
