family,order,class,phylum,gene,n,n_res,f_res
Brevibacteriaceae,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,43,1,0.023255813953488372
Brevinemataceae,Brevinematales,Brevinematia,Spirochaetota,rpsL,1,0,0
Breznakiellaceae,Treponematales,Spirochaetia,Spirochaetota,rpsL,3,0,0
Bryobacteraceae,Bryobacterales,Terriglobia,Acidobacteriota,rpsL,1,0,0
Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rpsL,833,6,0.007202881152460984
CCAP-1448,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,1,0,0
CECT-8803,Kiloniellales,Alphaproteobacteria,Pseudomonadota,rpsL,1,0,0
CGMCC-115125,CGMCC-115125,Alphaproteobacteria,Pseudomonadota,rpsL,1,0,0
CGMCC-115725,ATCC43930,Alphaproteobacteria,Pseudomonadota,rpsL,1,0,0
Caldalkalibacillaceae,Caldalkalibacillales,Bacilli,Bacillota,rpsL,2,0,0
Caldanaerobiaceae,Thermoanaerobacterales,Thermoanaerobacteria,Bacillota,rpsL,2,0,0
Calderihabitantaceae,Calderihabitantales,KKC1,Bacillota,rpsL,1,0,0
Caldicoprobacteraceae,Caldicoprobacterales,Clostridia,Bacillota,rpsL,3,0,0
Caldisericaceae,Caldisericales,Caldisericia,Caldisericota,rpsL,1,0,0
Calditerrivibrionaceae,Deferribacterales,Deferribacteres,Chrysiogenota,rpsL,1,0,0
Calditrichaceae,Calditrichales,Calditrichia,Calditrichota,rpsL,1,0,0
Caloramatoraceae,Clostridiales,Clostridia,Bacillota,rpsL,8,0,0
Campylobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,rpsL,48,7,0.14583333333333334
Carbonactinosporaceae,Streptomycetales,Actinomycetes,Actinomycetota,rpsL,1,0,0
Carboxydocellaceae,Carboxydocellales,GCA-003054495,Bacillota,rpsL,1,0,0
Carboxydothermaceae,Carboxydothermales,Z-2901,Bacillota,rpsL,4,0,0
Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Pseudomonadota,rpsL,6,0,0
Carnobacteriaceae,Lactobacillales,Bacilli,Bacillota,rpsL,1,0,0
Casimicrobiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Catenulisporaceae,Streptomycetales,Actinomycetes,Actinomycetota,rpsL,10,0,0
Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rpsL,75,0,0
Celerinatantimonadaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rpsL,9,0,0
Cellulomonadaceae,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,131,2,0.015267175572519083
Cellvibrionaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,70,0,0
Cerasicoccaceae,Opitutales,Verrucomicrobiia,Verrucomicrobiota,rpsL,2,0,0
Chamaesiphonaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,2,0,0
Chitinibacteraceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rpsL,29,0,0
Chitinimonadaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rpsL,6,0,0
Chitinivibrionaceae,Chitinivibrionales,Chitinivibrionia,Fibrobacterota,rpsL,1,0,0
Chitinophagaceae,Chitinophagales,Bacteroidia,Bacteroidota,rpsL,131,0,0
Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota,rpsL,17,0,0
Chlorobiaceae,Chlorobiales,Chlorobiia,Bacteroidota_A,rpsL,11,0,0
Chloroherpetonaceae,Chlorobiales,Chlorobiia,Bacteroidota_A,rpsL,1,0,0
Christensenellaceae,Christensenellales,Clostridia,Bacillota,rpsL,7,0,0
Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rpsL,31,0,0
Chromobacteriaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rpsL,46,2,0.043478260869565216
Chroococcidiopsidaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,6,0,0
Chrysiogenaceae,Chrysiogenales,Chrysiogenetes,Chrysiogenota,rpsL,3,0,0
Chthonomonadaceae,Chthonomonadales,Chthonomonadetes,Armatimonadota,rpsL,1,0,0
Clostridiaceae,Clostridiales,Clostridia,Bacillota,rpsL,159,0,0
Cohaesibacteraceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rpsL,5,0,0
Coleofasciculaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,5,0,0
Competibacteraceae,Competibacterales,Gammaproteobacteria,Pseudomonadota,rpsL,2,0,0
Coprothermobacteraceae,Coprothermobacterales,Coprothermobacteria,Coprothermobacterota,rpsL,1,0,0
Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rpsL,17,17,1
Coxiellaceae,Coxiellales,Gammaproteobacteria,Pseudomonadota,rpsL,8,0,0
Criblamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota,rpsL,2,0,0
Crocinitomicaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rpsL,14,0,0
Cryomorphaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rpsL,1,0,0
Cryptosporangiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rpsL,5,0,0
Cyanobacteriaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,5,0,0
Cyanobiaceae,PCC-6307,Cyanobacteriia,Cyanobacteriota,rpsL,5,0,0
Cyclobacteriaceae,Cytophagales,Bacteroidia,Bacteroidota,rpsL,125,0,0
Cycloclasticaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Cyclonatronaceae,Balneolales,Rhodothermia,Bacteroidota_A,rpsL,1,0,0
DRI-13,DRI-13,Peptococcia,Bacillota,rpsL,1,0,0
DSM-100275,DSM-100275,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
DSM-100316,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,2,0,0
DSM-103792,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rpsL,2,0,0
DSM-12255,Geobacterales,Desulfuromonadia,Desulfobacterota,rpsL,1,0,0
DSM-13327,DSM-13327,Negativicutes,Bacillota,rpsL,3,0,0
DSM-15969,Sporomusales,Negativicutes,Bacillota,rpsL,1,0,0
DSM-16500,DSM-16500,Gammaproteobacteria,Pseudomonadota,rpsL,2,0,0
DSM-19610,DSM-19610,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
DSM-21159,Kiloniellales,Alphaproteobacteria,Pseudomonadota,rpsL,6,0,0
DSM-21967,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,3,0,0
DSM-25080,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
DSM-26407,DSM-26407,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
DSM-45169,Thermoactinomycetales,Bacilli,Bacillota,rpsL,1,0,0
DSM-5069,Thermotogales,Thermotogae,Thermotogota,rpsL,4,0,0
DSM-6294,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,12,0,0
DSM-9756,Syntrophobacterales,Syntrophobacteria,Desulfobacterota,rpsL,4,0,0
DTU029,Halanaerobiales,Halanaerobiia,Bacillota,rpsL,1,0,0
DY22613,DY22613,Halanaerobiia,Bacillota,rpsL,1,0,0
Deferribacteraceae,Deferribacterales,Deferribacteres,Chrysiogenota,rpsL,2,0,0
Deferrisomataceae,Deferrisomatales,Deferrisomatia,Desulfobacterota_C,rpsL,1,0,0
Deferrivibrionaceae,Deferribacterales,Deferribacteres,Chrysiogenota,rpsL,1,0,0
Dehalobacteriaceae,Dehalobacteriales,Dehalobacteriia,Bacillota,rpsL,1,0,0
Deinococcaceae,Deinococcales,Deinococci,Deinococcota,rpsL,16,2,0.125
Demequinaceae,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,26,0,0
Dendrosporobacteraceae,DSM-1736,Negativicutes,Bacillota,rpsL,1,0,0
Dermabacteraceae,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,33,0,0
Dermatophilaceae,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,119,6,0.05042016806722689
Desertifilaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,5,0,0
Desulfallaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rpsL,5,0,0
Desulfarculaceae,Desulfarculales,Desulfarculia,Desulfobacterota,rpsL,3,0,0
Desulfatibacillaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rpsL,2,0,0
Desulfatiglandaceae,Desulfatiglandales,DSM-4660,Desulfobacterota,rpsL,1,0,0
Desulfatirhabdiaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rpsL,1,0,0
Desulfitibacteraceae,Desulfitibacterales,DSM-16504,Bacillota,rpsL,1,0,0
Desulfobaccaceae,Desulfobaccales,Desulfobaccia,Desulfobacterota,rpsL,1,0,0
Desulfobacteraceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rpsL,13,0,0
Desulfobulbaceae,Desulfobulbales,Desulfobulbia,Desulfobacterota,rpsL,10,1,0.1
Desulfocapsaceae,Desulfobulbales,Desulfobulbia,Desulfobacterota,rpsL,10,0,0
Desulfococcaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rpsL,4,0,0
Desulfocucumaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rpsL,1,0,0
Desulfofarciminaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rpsL,2,0,0
Desulfohalobiaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rpsL,1,0,0
Desulfohalotomaculaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rpsL,2,0,0
Desulfolunaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rpsL,3,0,0
Desulfomicrobiaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rpsL,6,0,0
Desulfomonilaceae,Desulfomonilales,Desulfomonilia,Desulfobacterota,rpsL,1,0,0
Desulfonatronaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rpsL,4,0,0
Desulfonatronovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rpsL,3,0,0
Desulfonauticaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rpsL,2,0,0
Desulfonisporaceae,Peptococcales,Peptococcia,Bacillota,rpsL,1,0,0
Desulfoplanaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rpsL,1,0,0
Desulforegulaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rpsL,1,0,0
Desulfosalsimonadaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rpsL,1,0,0
Desulfosarcinaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rpsL,7,0,0
Desulfosudaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rpsL,1,0,0
Desulfothermaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rpsL,1,0,0
Desulfotomaculaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rpsL,2,0,0
Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rpsL,76,0,0
Desulfovirgulaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rpsL,8,0,0
Desulfurisporaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rpsL,1,0,0
Desulfurivibrionaceae,Desulfobulbales,Desulfobulbia,Desulfobacterota,rpsL,2,0,0
Desulfurobacteriaceae,Desulfurobacteriales,Aquificia,Aquificota,rpsL,8,0,0
Desulfuromonadaceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rpsL,4,0,0
Dethiobacteraceae,Dethiobacterales,Dethiobacteria,Bacillota,rpsL,1,0,0
Dethiosulfovibrionaceae,Synergistales,Synergistia,Synergistota,rpsL,9,0,0
Devosiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rpsL,59,59,1
Dialisteraceae,Veillonellales,Negativicutes,Bacillota,rpsL,7,0,0
Dictyoglomaceae,Dictyoglomales,Dictyoglomia,Dictyoglomota,rpsL,2,0,0
Dissulfuribacteraceae,Dissulfuribacterales,Dissulfuribacteria,Desulfobacterota,rpsL,1,0,0
Dissulfurirhabdaceae,Dissulfuribacterales,Dissulfuribacteria,Desulfobacterota,rpsL,1,0,0
Dissulfurispiraceae,Thermodesulfovibrionales,Thermodesulfovibrionia,Nitrospirota,rpsL,1,0,0
Dongiaceae,Dongiales,Alphaproteobacteria,Pseudomonadota,rpsL,4,0,0
Ectothiorhodospiraceae,Ectothiorhodospirales,Gammaproteobacteria,Pseudomonadota,rpsL,17,0,0
Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rpsL,47,8,0.1702127659574468
Egibacteraceae,Euzebyales,Nitriliruptoria,Actinomycetota,rpsL,1,0,0
Elainellaceae,Elainellales,Cyanobacteriia,Cyanobacteriota,rpsL,3,0,0
Elsteraceae,Elsterales,Alphaproteobacteria,Pseudomonadota,rpsL,2,0,0
Elusimicrobiaceae,Elusimicrobiales,Elusimicrobia,Elusimicrobiota,rpsL,1,0,0
Emcibacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rpsL,4,0,0
Endomicrobiaceae,Endomicrobiales,Endomicrobiia,Elusimicrobiota,rpsL,1,0,0
Endozoicomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,13,0,0
Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rpsL,483,2,0.004140786749482402
Enterobacteriaceae_A,Enterobacterales_A,Gammaproteobacteria,Pseudomonadota,rpsL,17,0,0
Enterococcaceae,Lactobacillales,Bacilli,Bacillota,rpsL,23,0,0
Eubacteriaceae,Eubacteriales,Clostridia,Bacillota,rpsL,17,0,0
Eutrophobiaceae,Eutrophobiales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Euzebyaceae,Euzebyales,Nitriliruptoria,Actinomycetota,rpsL,4,1,0.25
FACHB-46,FACHB-46,Cyanobacteriia,Cyanobacteriota,rpsL,1,0,0
FACHB-T130,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,1,0,0
Ferrovaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Ferrovibrionaceae,Ferrovibrionales,Alphaproteobacteria,Pseudomonadota,rpsL,3,0,0
Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogota,rpsL,7,0,0
Fibrobacteraceae,Fibrobacterales,Fibrobacteria,Fibrobacterota,rpsL,3,0,0
Flammeovirgaceae,Cytophagales,Bacteroidia,Bacteroidota,rpsL,12,0,0
Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rpsL,864,0,0
Flexistipitaceae,Deferribacterales,Deferribacteres,Chrysiogenota,rpsL,1,0,0
Francisellaceae,Francisellales,Gammaproteobacteria,Pseudomonadota,rpsL,26,0,0
Frankiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rpsL,17,0,0
Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,rpsL,27,0,0
Futianiaceae,Futianiales,Alphaproteobacteria,Pseudomonadota,rpsL,1,0,0
GCA-2696645,UBA8366,Alphaproteobacteria,Pseudomonadota,rpsL,6,0,0
GCA-900066905,Christensenellales,Clostridia,Bacillota,rpsL,1,1,1
Gaiellaceae,Gaiellales,Thermoleophilia,Actinomycetota,rpsL,1,0,0
Gallaecimonadaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rpsL,4,0,0
Gallionellaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rpsL,3,0,0
Garciellaceae,Eubacteriales,Clostridia,Bacillota,rpsL,2,0,0
Geitlerinemataceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,1,0,0
Geminicoccaceae,Geminicoccales,Alphaproteobacteria,Pseudomonadota,rpsL,5,0,0
Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota,rpsL,11,11,1
Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadota,rpsL,3,0,0
Geoalkalibacteraceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rpsL,3,0,0
Geobacteraceae,Geobacterales,Desulfuromonadia,Desulfobacterota,rpsL,28,0,0
Geodermatophilaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rpsL,52,0,0
Geopsychrobacteraceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rpsL,4,0,0
Geothermobacteraceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rpsL,2,0,0
Geovibrionaceae,Deferribacterales,Deferribacteres,Chrysiogenota,rpsL,5,0,0
Govaniaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rpsL,1,0,0
Granulosicoccaceae,Granulosicoccales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
HKI-0501,Mycobacteriales,Actinomycetes,Actinomycetota,rpsL,2,0,0
HP12,HP12,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Halanaerobiaceae,Halanaerobiales,Halanaerobiia,Bacillota,rpsL,7,0,0
Halarsenatibacteraceae,Halanaerobiales,Halanaerobiia,Bacillota,rpsL,2,0,0
Haliangiaceae,Haliangiales,Polyangia,Myxococcota,rpsL,1,0,0
Halieaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,18,0,0
Haliovirgaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,rpsL,1,0,0
Halobacteroidaceae,Halobacteroidales,Halanaerobiia,Bacillota,rpsL,7,0,0
Halofilaceae,XJ16,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Halomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,192,0,0
Halorhodospiraceae,Nitrococcales,Gammaproteobacteria,Pseudomonadota,rpsL,5,0,0
Halothermotrichaceae,Halanaerobiales,Halanaerobiia,Bacillota,rpsL,1,0,0
Halothiobacillaceae,Halothiobacillales,Gammaproteobacteria,Pseudomonadota,rpsL,4,0,0
Helicobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,rpsL,14,1,0.07142857142857142
Heliobacteriaceae,Heliobacteriales,Desulfitobacteriia,Bacillota,rpsL,5,0,0
Hippeaceae,Desulfurellales,Desulfurellia,Campylobacterota,rpsL,3,0,0
Holosporaceae,Holosporales,Alphaproteobacteria,Pseudomonadota,rpsL,4,4,1
Hydrogenimonadaceae,Campylobacterales,Campylobacteria,Campylobacterota,rpsL,4,0,0
Hydrogenothermaceae,Aquificales,Aquificia,Aquificota,rpsL,6,0,0
Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rpsL,1,0,0
Hyphomonadaceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rpsL,24,5,0.20833333333333334
ICN-92133,ICN-92133,Negativicutes,Bacillota,rpsL,1,0,0
ISCAR-4553,Rhodothermales,Rhodothermia,Bacteroidota_A,rpsL,1,0,0
Iamiaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rpsL,1,1,1
Ichthyobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rpsL,1,0,0
Ignavibacteriaceae,Ignavibacteriales,Ignavibacteria,Bacteroidota_A,rpsL,1,0,0
Ilumatobacteraceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rpsL,4,4,1
Im1,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rpsL,3,0,0
Immundisolibacteraceae,Immundisolibacterales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Inquilinaceae,DSM-16000,Alphaproteobacteria,Pseudomonadota,rpsL,2,0,0
Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetota,rpsL,3,3,1
JAAFJU01,JAAFJU01,Cyanobacteriia,Cyanobacteriota,rpsL,1,0,0
JADFAD01,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
JADQBR01,JADQBR01,JADQBR01,Bacillota,rpsL,1,0,0
JAHZLQ01,Nevskiales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
JBBAYJ01,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,2,0,0
Jatrophihabitantaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rpsL,4,0,0
Jiangellaceae,Jiangellales,Actinomycetes,Actinomycetota,rpsL,18,2,0.1111111111111111
Kaistiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rpsL,13,0,0
Kangiellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rpsL,16,0,0
Ketobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Kiloniellaceae,Kiloniellales,Alphaproteobacteria,Pseudomonadota,rpsL,8,0,0
Kineococcaceae,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,14,0,0
Kineosporiaceae,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,5,0,0
Kiritimatiellaceae,Kiritimatiellales,Kiritimatiellia,Verrucomicrobiota,rpsL,1,0,0
Koleobacteraceae,Koleobacterales,Thermosediminibacteria,Bacillota,rpsL,1,0,0
Kordiimonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rpsL,12,0,0
Kosmotogaceae,Petrotogales,Thermotogae,Thermotogota,rpsL,5,0,0
Kribbellaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rpsL,37,0,0
Labraceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rpsL,6,0,0
Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rpsL,8,8,1
Laspinemataceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,4,0,0
Leeiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rpsL,3,0,0
Legionellaceae,Legionellales,Gammaproteobacteria,Pseudomonadota,rpsL,65,0,0
Lentisphaeraceae,Lentisphaerales,Lentisphaeria,Verrucomicrobiota,rpsL,3,3,1
Leptolyngbyaceae,Leptolyngbyales,Cyanobacteriia,Cyanobacteriota,rpsL,10,0,0
Leptonemataceae,Leptospirales,Leptospiria,Spirochaetota,rpsL,1,0,0
Leptospiraceae,Leptospirales,Leptospiria,Spirochaetota,rpsL,73,0,0
Leptospirillaceae,Leptospirillales,Leptospirillia,Nitrospirota_A,rpsL,2,0,0
Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,rpsL,21,0,0
Litorivicinaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Luteibaculaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rpsL,1,0,0
Lutisporaceae,Lutisporales,Clostridia,Bacillota,rpsL,2,0,0
MRBY01,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,2,0,0
Magnetococcaceae,Magnetococcales,Magnetococcia,Pseudomonadota,rpsL,2,0,0
Magnetospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rpsL,12,0,0
Magnetovibrionaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rpsL,2,0,0
Mahellaceae,Mahellales,Clostridia,Bacillota,rpsL,1,0,0
Maliibacteriaceae,Christensenellales,Clostridia,Bacillota,rpsL,1,0,0
Maricaulaceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rpsL,24,1,0.041666666666666664
Marinicellaceae,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,7,0,0
Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,rpsL,17,0,0
Marinilabiliaceae,Bacteroidales,Bacteroidia,Bacteroidota,rpsL,14,0,0
Marinithermaceae,Deinococcales,Deinococci,Deinococcota,rpsL,3,0,0
Marinomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,36,0,0
Mariprofundaceae,Mariprofundales,Zetaproteobacteria,Pseudomonadota,rpsL,6,0,0
Marispirochaetaceae,JC444,Spirochaetia,Spirochaetota,rpsL,1,0,0
Massilibacillaceae,FLKF01,Negativicutes,Bacillota,rpsL,1,0,0
Megasphaeraceae,Veillonellales,Negativicutes,Bacillota,rpsL,13,0,0
Melioribacteraceae,Ignavibacteriales,Ignavibacteria,Bacteroidota_A,rpsL,4,0,0
Mesoaciditogaceae,Mesoaciditogales,Thermotogae,Thermotogota,rpsL,2,0,0
Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,rpsL,9,0,0
Methyloligellaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rpsL,7,0,0
Methylomonadaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,rpsL,34,0,0
Methylophagaceae,Nitrosococcales,Gammaproteobacteria,Pseudomonadota,rpsL,9,0,0
Methylophilaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rpsL,23,0,0
Methylopilaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rpsL,12,0,0
Methylothermaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,rpsL,1,0,0
Micavibrionaceae,Micavibrionales,Alphaproteobacteria,Pseudomonadota,rpsL,1,0,0
Microbacteriaceae,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,434,0,0
Micrococcaceae,Actinomycetales,Actinomycetes,Actinomycetota,rpsL,208,6,0.028846153846153848
Microcoleaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,14,0,0
Microcystaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rpsL,13,0,0
Micromonosporaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rpsL,235,25,0.10638297872340426
Micropepsaceae,Micropepsales,Alphaproteobacteria,Pseudomonadota,rpsL,2,0,0
Microscillaceae,Cytophagales,Bacteroidia,Bacteroidota,rpsL,2,0,0
Microtrichaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rpsL,1,0,0
Midichloriaceae,Rickettsiales,Alphaproteobacteria,Pseudomonadota,rpsL,1,0,0
Miltoncostaeaceae,Miltoncostaeales,Thermoleophilia,Actinomycetota,rpsL,2,2,1
Minwuiaceae,Minwuiales,Alphaproteobacteria,Pseudomonadota,rpsL,1,0,0
Moorellaceae,Moorellales,Moorellia,Bacillota,rpsL,7,0,0
Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rpsL,169,0,0
Moritellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rpsL,4,0,0
Motilibacteraceae,Motilibacterales,Actinomycetes,Actinomycetota,rpsL,5,0,0
