genus,family,order,class,phylum,n,n_res,f_res
Schwartzia,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,1,0,0
Sciscionella,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,2,0,0
Scleromatobacter,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Scrofimicrobium,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,2,0,0
Scytonema,Scytonemataceae,Nostocales,Cyanophyceae,Cyanobacteriota,4,0,0
Sebaldella,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,1,0,0
Sedimenticola,Sedimenticolaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,3,0,0
Sedimentimonas,NA,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Sedimentitalea,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,4,0,0
Sediminibacterium,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,5,0,0
Sediminicoccus,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Sediminicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,2,0,0
Sediminihabitans,Cellulomonadaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Sediminihaliea,Halieaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,1,0,0
Sediminimonas,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Sediminispirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,2,0,0
Sediminitomix,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Sediminivirga,Brevibacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Segatella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,13,0,0
Segetibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,2,0,0
Segeticoccus,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Segniliparus,Segniliparaceae,Mycobacteriales,Actinomycetes,Actinomycetota,2,2,1
Segnochrobactrum,Segnochrobactraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Selenihalanaerobacter,Halobacteroidaceae,Halanaerobiales,Clostridia,Bacillota,1,0,0
Seleniivibrio,Geovibrionaceae,Deferribacterales,Deferribacteres,Deferribacterota,1,0,0
Selenobaculum,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,1,0,0
Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,14,0,0
Seminibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Senegalimassilia,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,2,0,0
Seohaeicola,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,3,0,0
Seonamhaeicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,5,0,0
Seongchinamella,Halieaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,2,0,0
Serinibacter,Beutenbergiaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Serinicoccus,Ornithinimicrobiaceae,Micrococcales,Actinomycetes,Actinomycetota,6,0,0
Serpens,NA,NA,NA,NA,1,0,0
Serpentinimonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,3,0,0
Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,25,0,0
Sessilibacter,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,1,0,0
Sheuella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,99,0,0
Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,4,0,0
Shimia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,12,0,0
Shimwellia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,2,0,0
Shinella,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,12,0,0
Shivajiella,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Shumkonia,Shumkoniaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Siansivirga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Siccibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,2,0,0
Siccirubricoccus,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,3,0,0
Siculibacillus,Ancalomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Sideroxyarcus,Gallionellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Sideroxydans,Gallionellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Silanimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Silicimonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Silvania,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,2,0,0
Silvimonas,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,4,0,0
Simiduia,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,4,0,0
Simkania,Simkaniaceae,Parachlamydiales,Chlamydiia,Chlamydiota,1,0,0
Simonsiella,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,1,0,0
Simplicispira,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,6,0,0
Sinimarinibacterium,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,2,0,0
Sinisalibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Sinobacterium,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,2,0,0
Sinomicrobium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,4,0,0
Sinomonas,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,13,0,0
Sinorhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,17,0,0
Sinosporangium,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,2,0,0
Siphonobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidota,2,0,0
Skermanella,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,6,0,0
Skermania,Gordoniaceae,Mycobacteriales,Actinomycetes,Actinomycetota,1,0,0
Slackia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,6,2,0.3333333333333333
Smaragdicoccus,Nocardiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,1,0,0
Sneathia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,2,0,0
Sneathiella,Sneathiellaceae,Sneathiellales,Alphaproteobacteria,Pseudomonadota,8,0,0
Snodgrassella,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,3,0,0
Snuella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,2,0,0
Sodalinema,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,1,0,0
Sodaliphilus,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Sodalis,Bruguierivoracaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,4,0,0
Sodalis-like,NA,NA,NA,NA,2,0,0
Solemya,NA,NA,NA,NA,4,0,0
Solicola,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,1,0,0
Solidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,6,0,0
Solihabitans,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,1,0,0
Solilutibacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,4,0,0
Solimicrobium,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Solimonas,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,7,0,0
Solirhodobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Solitalea,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidota,1,0,0
Sorangium,Polyangiaceae,Polyangiales,NA,Myxococcota,2,0,0
Sorlinia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Spartinivicinus,Zooshikellaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,3,0,0
Specibacter,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Spectribacter,Salinisphaeraceae,Salinisphaerales,Gammaproteobacteria,Pseudomonadota,2,0,0
Spelaeicoccus,Brevibacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Speluncibacter,Speluncibacteraceae,Mycobacteriales,Actinomycetes,Actinomycetota,1,0,0
Sphaerimonospora,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,2,0,0
Sphaerisporangium,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,13,0,0
Sphaerochaeta,Sphaerochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,4,1,0.25
Sphaerospermopsis,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteriota,4,0,0
Sphaerothrix,Nodosilineaceae,Nodosilineales,Cyanophyceae,Cyanobacteriota,1,0,0
Sphaerotilus,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,7,0,0
Sphingoaurantiacus,Sphingosinicellaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,1,0,0
Sphingobacterium,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidota,7,0,0
Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,46,46,1
Sphingomicrobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,9,9,1
Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,172,172,1
Sphingopyxis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,20,20,1
Sphingorhabdus,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,10,10,1
Sphingosinicella,Sphingosinicellaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,8,5,0.625
Sphingosinithalassobacter,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,2,2,1
Spinactinospora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,1,0,0
Spirabiliibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,2,0,0
Spiractinospora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,1,0,0
Spiribacter,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,10,0,0
Spirilliplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,1,0,0
Spirillospora,Thermomonosporaceae,Streptosporangiales,Actinomycetes,Actinomycetota,1,0,0
Spirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,5,0,0
Spirulina,Spirulinaceae,Spirulinales,Cyanophyceae,Cyanobacteriota,2,0,0
Splendidivirga,Splendidivirgaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Spongiactinospora,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,2,0,0
Spongiibacter,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,6,0,0
Spongiimicrobium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Spongiivirga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Spongisporangium,Kineosporiaceae,Kineosporiales,Actinomycetes,Actinomycetota,1,0,0
Sporichthya,Sporichthyaceae,Sporichthyales,Actinomycetes,Actinomycetota,2,0,0
Sporohalobacter,Halobacteroidaceae,Halanaerobiales,Clostridia,Bacillota,1,0,0
Sporolituus,Sporomusaceae,Selenomonadales,Negativicutes,Bacillota,1,0,0
Sporomusa,Sporomusaceae,Selenomonadales,Negativicutes,Bacillota,9,0,0
Sporotomaculum,Desulfallaceae,Eubacteriales,Clostridia,Bacillota,1,0,0
Stackebrandtia,Glycomycetaceae,Glycomycetales,Actinomycetes,Actinomycetota,4,0,0
Stagnihabitans,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Stagnimonas,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Stakelama,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,5,5,1
Stanieria,Dermocarpellaceae,Pleurocapsales,Cyanophyceae,Cyanobacteriota,1,0,0
Stappia,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,5,3,0.6
Starkeya,Xanthobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Stella,Stellaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Stenomitos,Leptolyngbyaceae,Leptolyngbyales,Cyanophyceae,Cyanobacteriota,1,0,0
Stenotrophobium,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Stenotrophomonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,32,0,0
Stenoxybacter,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,1,0,0
Steroidobacter,Steroidobacteraceae,Steroidobacterales,Gammaproteobacteria,Pseudomonadota,5,0,0
Stigmatella,Archangiaceae,Myxococcales,Myxococcia,Myxococcota,4,0,0
Stomatohabitans,Stomatohabitantaceae,Stomatohabitantales,Nitriliruptoria,Actinomycetota,1,1,1
Stratiformator,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,1,1,1
Streptacidiphilus,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,13,0,0
Streptantibioticus,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,5,0,0
Streptoalloteichus,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,2,0,0
Streptobacillus,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,5,0,0
Streptodolium,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,1,0,0
Streptomonospora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,8,0,0
Streptomyces,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,767,12,0.01564537157757497
Streptosporangium,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,19,0,0
Streptoverticillium,NA,NA,NA,NA,1,0,0
Stutzerimonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,16,0,0
Stygiobacter,Melioribacteraceae,Ignavibacteriales,Ignavibacteria,Ignavibacteriota,1,0,0
Subsaximicrobium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Subtercola,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,5,0,0
Succinatimonas,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Succiniclasticum,Acidaminococcaceae,Acidaminococcales,Negativicutes,Bacillota,1,0,0
Succinimonas,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Succinispira,Acidaminococcaceae,Acidaminococcales,Negativicutes,Bacillota,1,0,0
Succinivibrio,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,2,0,0
Sulfidibacter,Acanthopleuribacteraceae,Acanthopleuribacterales,Holophagae,Acidobacteriota,1,0,0
Sulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,25,0,0
Sulfuricaulis,Acidiferrobacteraceae,Acidiferrobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Sulfuricella,Sulfuricellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Sulfuricurvum,Sulfurimonadaceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,1,0,0
Sulfuricystis,Sterolibacteriaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,2,0,0
Sulfuriferula,Sulfuricellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,4,0,0
Sulfuriflexus,Granulosicoccaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Sulfurifustis,Acidiferrobacteraceae,Acidiferrobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificia,Aquificota,1,0,0
Sulfurimicrobium,Sulfuricellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Sulfurimonas,Sulfurimonadaceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,13,0,0
Sulfurirhabdus,Sulfuricellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Sulfuriroseicoccus,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,1,0,0
Sulfurisoma,Sterolibacteriaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Sulfuritalea,Sterolibacteriaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Sulfuritortus,Thiobacillaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Sulfurivermis,Thiohalomonadaceae,Thiohalomonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Sulfurivirga,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,1,0,0
Sulfurospirillum,Sulfurospirillaceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,10,0,0
Sulfurovum,Sulfurovaceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,6,0,0
Sungkyunkwania,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Sunxiuqinia,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,3,0,0
Superficieibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Sutterella,Sutterellaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,6,1,0.16666666666666666
Suttonella,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Pseudomonadota,2,0,0
Swaminathania,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Swingsia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Symbiobacterium,Symbiobacteriaceae,Eubacteriales,Clostridia,Bacillota,1,0,0
Symbiopectobacterium,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Symbioplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,1,0,0
Symmachiella,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,2,2,1
Synechococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteriota,2,0,0
Synechocystis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteriota,1,0,0
Synergistes,Synergistaceae,Synergistales,Synergistia,Synergistota,1,0,0
Synoicihabitans,Opitutaceae,Opitutales,Opitutia,Verrucomicrobiota,1,0,0
Syntrophaceticus,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Bacillota,1,0,0
Syntrophobacter,Syntrophobacteraceae,Syntrophobacterales,Syntrophobacteria,Thermodesulfobacteriota,1,0,0
Syntrophomonas,Syntrophomonadaceae,Eubacteriales,Clostridia,Bacillota,3,0,0
Syntrophorhabdus,Syntrophorhabdaceae,Syntrophorhabdales,Syntrophorhabdia,Thermodesulfobacteriota,1,0,0
Syntrophotalea,Syntrophotaleaceae,Desulfuromonadales,Desulfuromonadia,Thermodesulfobacteriota,3,0,0
Syntrophothermus,Syntrophomonadaceae,Eubacteriales,Clostridia,Bacillota,1,0,0
Syntrophus,Syntrophaceae,Syntrophales,Syntrophia,Thermodesulfobacteriota,2,0,0
Szabonella,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Tabrizicola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,7,0,0
Tahibacter,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,5,0,0
Taibaiella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,5,0,0
Taishania,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Taklimakanibacter,Aestuariivirgaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,3,0,0
Tamaricihabitans,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,1,0,0
Tamilnaduibacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Tamlana,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,2,0,0
Tangfeifania,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,1,0,0
Tannerella,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Tanticharoenia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Tardibacter,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,1,1,1
Tardiphaga,Nitrobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Tateyamaria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,3,0,0
Tatumella,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,6,0,0
Taurinivorans,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,1,0,0
Taylorella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,2,1
Teichococcus,NA,NA,NA,NA,10,0,0
Telluria,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,4,0,0
Telmatobacter,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,1,0,0
Telmatocola,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota,1,1,1
Telmatospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Temperatibacter,Temperatibacteraceae,Kordiimonadales,Alphaproteobacteria,Pseudomonadota,1,0,0
Tenacibaculum,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,42,0,0
Tenebrionibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Tenebrionicola,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Tenggerimyces,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,1,1,1
Tenuifilum,Tenuifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Tepidamorphus,Tepidamorphaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Tepidanaerobacter,Tepidanaerobacteraceae,Thermosediminibacterales,Clostridia,Bacillota,2,0,0
Tepidicaulis,Parvibaculaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Tepidicella,NA,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Tepidimonas,NA,Burkholderiales,Betaproteobacteria,Pseudomonadota,8,0,0
Tepidiphilus,Hydrogenophilaceae,Hydrogenophilales,Hydrogenophilia,Pseudomonadota,5,0,0
Tepiditoga,Petrotogaceae,Petrotogales,Thermotogae,Thermotogota,1,0,0
Terasakiella,Terasakiellaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,2,0,0
Terasakiispira,NA,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Teredinibacter,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,5,0,0
Teretinema,Treponemataceae,Spirochaetales,Spirochaetia,Spirochaetota,1,0,0
Termitidicoccus,Opitutaceae,Opitutales,Opitutia,Verrucomicrobiota,1,0,0
Terrabacter,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,8,0,0
Terracidiphilus,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,1,0,0
Terracoccus,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Terribium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Terricaulis,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Terriglobus,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,5,0,0
Terrihabitans,NA,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Terrimesophilobacter,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Terrimonas,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,4,0,0
Terripilifer,Roseiarcaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Terrirubrum,Terrirubraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Tersicoccus,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,3,0,0
Tessaracoccus,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,16,3,0.1875
Testudinibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Thalassobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Thalassobaculum,Thalassobaculaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,3,0,0
Thalassobellus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Thalassobius,NA,NA,NA,NA,1,0,0
Thalassococcus,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,4,0,0
Thalassoglobus,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,2,2,1
Thalassolituus,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,6,0,0
Thalassomonas,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,3,0,0
Thalassorhabdomicrobium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Thalassoroseus,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,1,1,1
Thalassospira,Thalassospiraceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,14,0,0
Thalassotalea,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,20,0,0
Thalassovita,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,7,0,0
